id,term,normalized,canonical,aliases,categories,subcategories,priority,active,source,kind
tech_7d9fc1c3ac228f67,AWS CloudTrail,aws cloudtrail,AWS CloudTrail,CloudTrail,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_23f9ff7d32041465,AWS CloudWatch,aws cloudwatch,AWS CloudWatch,CloudWatch,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_fdfbb56d0ab4d9a3,AWS CodeBuild,aws codebuild,AWS CodeBuild,CodeBuild,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_7499f92611e94464,AWS CodeDeploy,aws codedeploy,AWS CodeDeploy,CodeDeploy,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_5823b6a13712bd06,AWS CodePipeline,aws codepipeline,AWS CodePipeline,CodePipeline,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_997f0d28f4d444f6,AWS Cognito,aws cognito,AWS Cognito,Amazon Cognito,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_b1bde7c8ab58ba90,AWS DynamoDB,aws dynamodb,AWS DynamoDB,DynamoDB,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_4d6734cff1bdcd64,AWS EC2,aws ec2,AWS EC2,Amazon EC2,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_d93c92ccd470eb6a,AWS ECS,aws ecs,AWS ECS,Amazon ECS,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_94b2484e2ca543f1,AWS EKS,aws eks,AWS EKS,Amazon EKS,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_4ad339871b8ea832,AWS Elastic Beanstalk,aws elastic beanstalk,AWS Elastic Beanstalk,Elastic Beanstalk,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_e1d317b95e073963,AWS ElastiCache,aws elasticache,AWS ElastiCache,ElastiCache,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_6d394e00d7f898ad,AWS EventBridge,aws eventbridge,AWS EventBridge,EventBridge,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_61b652c85e499467,AWS Fargate,aws fargate,AWS Fargate,Fargate,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_5a16612d3b6b09f5,AWS Glue,aws glue,AWS Glue,Amazon Glue,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_3aecee8ceb5dbeb7,AWS IAM,aws iam,AWS IAM,Amazon IAM,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_9c8beb8a1e406b20,AWS KMS,aws kms,AWS KMS,Amazon KMS,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_2395733131354999,AWS Lambda,aws lambda,AWS Lambda,Lambda,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_ac42e896b6d79c38,AWS NLB,aws nlb,AWS NLB,Network Load Balancer,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_20bb8ebe994ccd7d,AWS OpenSearch,aws opensearch,AWS OpenSearch,Amazon OpenSearch,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_26b5b0745c339738,AWS RDS,aws rds,AWS RDS,Amazon RDS,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_49002aa9ab054001,AWS Redshift,aws redshift,AWS Redshift,Amazon Redshift,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_57132c4d9e5d516a,AWS Route 53,aws route 53,AWS Route 53,Route 53,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_c5166aa08279c4bd,AWS S3,aws s3,AWS S3,Amazon S3,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_87bce5f2921185bc,AWS SageMaker,aws sagemaker,AWS SageMaker,Amazon SageMaker,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_8b15aa3171169fbf,AWS Secrets Manager,aws secrets manager,AWS Secrets Manager,Secrets Manager,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_17a6f367353cbf6d,AWS SNS,aws sns,AWS SNS,Amazon SNS,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_25621176c6f2beee,AWS SQS,aws sqs,AWS SQS,Amazon SQS,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_97800150dcdc9775,AWS Step Functions,aws step functions,AWS Step Functions,Step Functions,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_cfa444040eb032b7,AWS VPC,aws vpc,AWS VPC,Amazon VPC,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_16eaa7e65aaefa35,AWS WAF,aws waf,AWS WAF,Amazon WAF,Cloud - AWS,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_dcbc8c9a5e62d48c,Azure Active Directory,azure active directory,Azure Active Directory,Microsoft Entra ID | Entra ID,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_39dc48f08f18fec1,Azure API Management,azure api management,Azure API Management,APIM,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_bd32d4ec2f02bd10,Azure App Service,azure app service,Azure App Service,,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_da103d8f56668f59,Azure Application Insights,azure application insights,Azure Application Insights,Application Insights,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_5677a5d459c4cf50,Azure Blob Storage,azure blob storage,Azure Blob Storage,,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_2b43f71fb81dfc97,Azure Container Apps,azure container apps,Azure Container Apps,,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_0e147d58d1856629,Azure Cosmos DB,azure cosmos db,Azure Cosmos DB,Cosmos DB,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_ab54d1d43dc99243,Azure Data Factory,azure data factory,Azure Data Factory,ADF,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_84c314b37d817557,Azure DevOps,azure devops,Azure DevOps,,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_6d70f4e135337a44,Azure Event Grid,azure event grid,Azure Event Grid,,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_a13d028dab490e73,Azure Functions,azure functions,Azure Functions,,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_5113e5e5e63e6b01,Azure Key Vault,azure key vault,Azure Key Vault,,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_b007ec886bbd75f7,Azure Kubernetes Service,azure kubernetes service,Azure Kubernetes Service,AKS,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_2495eb82a70494c2,Azure Machine Learning,azure machine learning,Azure Machine Learning,Azure ML,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_0fd7e7f17502e345,Azure Monitor,azure monitor,Azure Monitor,,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_1372659fc107631c,Azure Pipelines,azure pipelines,Azure Pipelines,,"Cloud - Azure & GCP | DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_ca0be348103513ba,Azure Repos,azure repos,Azure Repos,,Cloud - Azure & GCP | Version Control & Collaboration,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_ac0ca2caed271032,Azure Service Bus,azure service bus,Azure Service Bus,,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_1ba29a3d5bb6ad5d,Azure SQL Database,azure sql database,Azure SQL Database,Azure SQL,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_826f4c2f81cc99ea,Azure Synapse Analytics,azure synapse analytics,Azure Synapse Analytics,Synapse,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_96eb7c86b9777210,Azure Virtual Machines,azure virtual machines,Azure Virtual Machines,Azure VM,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_cad160f3d4cd7c33,Babel,babel,Babel,,Frontend & Web,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_b840388360dce95b,Bamboo CI,bamboo ci,Bamboo CI,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_1405df66cbe219b0,BASE,base,BASE,,"Protocols, Networking & Architecture",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_c8a16b493c487d9f,Bash,bash,Bash,Shell Script,"DevOps, SRE & Infrastructure | Programming Languages",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_5168412490264521,bcrypt,bcrypt,bcrypt,,"Security, Identity & Compliance",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_e28a6eaf1b5dfd85,Behavior-Driven Development,behavior-driven development,Behavior-Driven Development,BDD,Testing & Quality Assurance,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_582872ecefab3028,BigQuery,bigquery,BigQuery,Google BigQuery,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_bf687672b62c2181,Bitbucket,bitbucket,Bitbucket,,Version Control & Collaboration,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_b68162ddcc4dc2e0,Bitbucket Pipelines,bitbucket pipelines,Bitbucket Pipelines,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_3b9abf36ec8affdf,Blue-Green Deployment,blue-green deployment,Blue-Green Deployment,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_3c71cc99d2fc1c12,Bootstrap,bootstrap,Bootstrap,,Frontend & Web,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_d0983a18f276e395,Business Intelligence,business intelligence,Business Intelligence,BI,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_84a516841ba77a5b,C,c,C,,Programming Languages,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_2e26e62208e9e5da,C#,c#,C#,C Sharp | CSharp,Programming Languages,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_372946aa26080e14,C++,c++,C++,CPP | C Plus Plus,Programming Languages,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_3b2019edb0a69a64,Caching,caching,Caching,,"Protocols, Networking & Architecture",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_f5bf150b783a7a04,Caddy,caddy,Caddy,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_b81ee3700beb4a48,CakePHP,cakephp,CakePHP,,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_7bab064848f25da7,Canary Deployment,canary deployment,Canary Deployment,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_e8ce341368ab0b80,CAP Theorem,cap theorem,CAP Theorem,,"Protocols, Networking & Architecture",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_dfc9cd3cf72f5808,Capacitor,capacitor,Capacitor,,Mobile & Desktop,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_5f67e63ee7db1fcd,Cassandra,cassandra,Cassandra,Apache Cassandra,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_ac71f9b34f7a1116,CatBoost,catboost,CatBoost,,"AI, ML & Generative AI",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_9caed18b3958eeb1,CDN,cdn,CDN,Content Delivery Network,"Protocols, Networking & Architecture",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_641e83ce499913cb,Celery,celery,Celery,,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_b3a5425f7ebac5a1,CentOS,centos,CentOS,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_353fd54120c857c8,Chai,chai,Chai,,Testing & Quality Assurance,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_5eef5c401faba36f,Chakra UI,chakra ui,Chakra UI,,Frontend & Web,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_b63fe08032a6e284,Change Data Capture,change data capture,Change Data Capture,CDC,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_a2ebf9eae11a528d,Chart.js,chart.js,Chart.js,ChartJS,Frontend & Web,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_d5f2e5c77054c44c,Chef,chef,Chef,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_77b585d72baa753d,ChromaDB,chromadb,ChromaDB,Chroma,"AI, ML & Generative AI",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_43e471c5df6420b5,CircleCI,circleci,CircleCI,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_f1dda22f6c87388a,Claude,claude,Claude,,"AI, ML & Generative AI",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_b4244d144ef49afa,Clean Architecture,clean architecture,Clean Architecture,,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_ce66b7447d6f8074,ClickHouse,clickhouse,ClickHouse,,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_208aa4eea360700c,Clinical Data Repository,clinical data repository,Clinical Data Repository,CDR,Healthcare IT & Interoperability,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_1a6f1dd707bc48fc,Clinical Decision Support,clinical decision support,Clinical Decision Support,CDS,Healthcare IT & Interoperability,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_49c91cf925f70570,Clojure,clojure,Clojure,,Programming Languages,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_33adad00d35f4a9b,Cloud Security,cloud security,Cloud Security,,"Security, Identity & Compliance",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_6088132b1bcee5e4,COBOL,cobol,COBOL,,Programming Languages,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_8ca04a8a8007947d,CockroachDB,cockroachdb,CockroachDB,,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_80baf2dcfcc562db,Code Coverage,code coverage,Code Coverage,,Testing & Quality Assurance,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_28edd54889487e06,Code Review,code review,Code Review,,Version Control & Collaboration,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_3f2231bd5478ec4c,CodeIgniter,codeigniter,CodeIgniter,,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_f817ecc50fdd2b03,Computer Vision,computer vision,Computer Vision,CV,"AI, ML & Generative AI",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_cfca44c2f5ed9c77,Confluence,confluence,Confluence,,Version Control & Collaboration,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_ac11c653f5349cd6,Content Delivery,content delivery,Content Delivery,,"Protocols, Networking & Architecture",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_d40162ff0d5a95a4,Content Management System,content management system,Content Management System,CMS,"CMS, eCommerce & Marketing Tech",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_cef8c8cf3ba94968,Contentful,contentful,Contentful,,"CMS, eCommerce & Marketing Tech",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_ede87a37e2f1a7fc,Continuous Delivery,continuous delivery,Continuous Delivery,CD,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_2fbe8a4a8c255fce,Continuous Deployment,continuous deployment,Continuous Deployment,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
