id,term,normalized,topic,keywords,subfields,field,domain,openalex_id,is_official_openalex_record,official_sync_required,priority,active,source,source_url,kind
oaseed_28e9fed47e62d881,Evidence-Based Medicine,evidence-based medicine,Evidence-Based Medicine,EBM | evidence based healthcare,Medicine,Medicine,Health Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_8806944932764887,Genomic Medicine,genomic medicine,Genomic Medicine,medical genomics | clinical genomics,Genetics,Medicine,Health Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_1704f054529b8392,Health Informatics,health informatics,Health Informatics,medical informatics | clinical informatics,Health Informatics,Medicine,Health Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_ca8e0850aa599710,Health Services Research,health services research,Health Services Research,healthcare services research,Health Policy,Medicine,Health Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_5e60e790a64d198e,Machine Learning in Healthcare,machine learning in healthcare,Machine Learning in Healthcare,medical machine learning | clinical machine learning,Health Informatics,Medicine,Health Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_f9864ee3d2e08243,Medical Education,medical education,Medical Education,health professions education | clinical education,Education,Medicine,Health Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_8e824535f05e216a,Medical Image Analysis,medical image analysis,Medical Image Analysis,medical imaging AI | clinical image analysis,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_b2e9dfa62809b444,Medical Robotics,medical robotics,Medical Robotics,surgical robotics | robot-assisted surgery,Biomedical Engineering,Engineering,Physical Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_0aa24c8420db88df,Natural Language Processing in Healthcare,natural language processing in healthcare,Natural Language Processing in Healthcare,clinical NLP | medical NLP,Health Informatics,Computer Science,Physical Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_ef5a8b943c88b44c,Patient Safety,patient safety,Patient Safety,clinical safety | healthcare safety,Health Policy,Medicine,Health Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_42b42c9b701769ad,Pharmacogenomics,pharmacogenomics,Pharmacogenomics,pharmacogenetics,Genetics / Genomics | Pharmacology,"Pharmacology, Toxicology and Pharmaceutics",Health Sciences,,False,True,100,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_topic_seed
oaseed_f1c9b051f512109a,Pharmacovigilance,pharmacovigilance,Pharmacovigilance,drug safety,Pharmacology,"Pharmacology, Toxicology and Pharmaceutics",Health Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_c61e1be4f194ba87,Precision Medicine,precision medicine,Precision Medicine,personalized medicine | personalised medicine,Medicine,Medicine,Health Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_021d091b6ee9fb73,Prenatal Screening and Diagnostics,prenatal screening and diagnostics,Prenatal Screening and Diagnostics,prenatal diagnosis | prenatal screening,"Pediatrics, Perinatology and Child Health",Medicine,Health Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_539b1b7ed97455e3,Public Health,public health,Public Health,population health | community health,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_b6ccfcaea5ea8b7f,Remote Patient Monitoring,remote patient monitoring,Remote Patient Monitoring,RPM | remote monitoring,Health Informatics,Medicine,Health Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_e79ec74d31d018ca,Systematic Reviews and Meta-Analysis,systematic reviews and meta-analysis,Systematic Reviews and Meta-Analysis,systematic review | meta analysis | meta-analysis,Medicine,Medicine,Health Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_1c6c1e0c71e2ea2b,Telemedicine,telemedicine,Telemedicine,telehealth | remote consultation | virtual care,Health Informatics,Medicine,Health Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_9e6d2ee5ea2471d3,Wearable Health Technology,wearable health technology,Wearable Health Technology,wearable devices | health wearables,Health Informatics,Medicine,Health Sciences,,False,True,100,True,Curated OpenAlex-compatible eSupraLife seed,https://openalex.org/,openalex_topic_seed
oaseed_80405cae5ab478f1,Accident & Personal injury law,accident and personal injury law,Accident & Personal injury law,,Accident & Personal injury law,Dentistry,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_2c5866c390f8af01,Acupuncture,acupuncture,Acupuncture,,Acupuncture,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_9e255634d6b2c57b,Acute internal medicine,acute internal medicine,Acute internal medicine,,Acute internal medicine,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_403765fa8d1132ab,Administration assistance,administration assistance,Administration assistance,,Administration assistance,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_69992e922847fb8c,Allergy and Immunology,allergy and immunology,Allergy and Immunology,,Dermatology | Emergency medicine,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_topic_seed
oaseed_e2427c2db65c9cfd,Ambulances,ambulances,Ambulances,,Ambulances,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_38b0a303e02cf62f,Anatomist,anatomist,Anatomist,,Anatomist,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_8d9cb0c390af401f,Anesthesiology,anesthesiology,Anesthesiology,,Anesthesiology,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_topic_seed
oaseed_27fed9b5fe7bfd72,Arbitration & Mediation,arbitration and mediation,Arbitration & Mediation,,Arbitration & Mediation,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_e57be4369e727878,Aromatherapy,aromatherapy,Aromatherapy,,Aromatherapy,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_72ff7d66ece79280,Arts therapists,arts therapists,Arts therapists,,Arts therapists,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_e51cc103142427e8,Biomedical scientists,biomedical scientists,Biomedical scientists,,Biomedical scientists,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_eb49f956d8883f9a,Blood and transplant service,blood and transplant service,Blood and transplant service,,Blood and transplant service,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_97b7921883067d84,Cardio-thoracic surgery,cardio-thoracic surgery,Cardio-thoracic surgery,,Cardio-thoracic surgery,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_3a516eabc948b1b1,Cardiology,cardiology,Cardiology,,Pediatrics Medicine,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_topic_seed
oaseed_3e135e5036a4b86c,Care Homes,care homes,Care Homes,,Care Homes,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_ab66bcc8bb329e4f,Child and adolescent psychiatry / Mental Health,child and adolescent psychiatry / mental health,Child and adolescent psychiatry / Mental Health,,Child and adolescent psychiatry / Mental Health,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_6f272c4c8900a734,Children Law related to medicine,children law related to medicine,Children Law related to medicine,,Children Law related to medicine,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_ef8450c94839fd24,Chiropodists/Podiatrists,chiropodists/podiatrists,Chiropodists/Podiatrists,,Chiropodists/Podiatrists,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_cdaaa12922c06f8f,Clinic,clinic,Clinic,,Clinic,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_e8e397637ea9630a,Clinical scientists,clinical scientists,Clinical scientists,,Clinical scientists,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_29ab05fe1df59502,Coaching,coaching,Coaching,,Coaching,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_6601d8486149c661,Community services,community services,Community services,,Community services,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_e86e5268490fa076,Cosmetic dentistry,cosmetic dentistry,Cosmetic dentistry,,Cosmetic dentistry,Dentistry,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_9216731d30e57d9e,Criminal law related to body harm,criminal law related to body harm,Criminal law related to body harm,,Criminal law related to body harm,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_4de5b4c5c54f71bc,Dental and maxillo-facial radiology,dental and maxillo-facial radiology,Dental and maxillo-facial radiology,,Dental and maxillo-facial radiology,Dentistry,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_b6a4a1853f32985c,Dental public health,dental public health,Dental public health,,Dental public health,Dentistry,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_ff6a6e84926c03f3,Dentistry,dentistry,Dentistry,,Dentistry,Dentistry,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_94a8c135eebb5b94,Dermatology,dermatology,Dermatology,,Emergency medicine | Pediatrics Medicine,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_topic_seed
oaseed_aa8e4d842be9d39b,Diagnosis Radiology Centre,diagnosis radiology centre,Diagnosis Radiology Centre,,Diagnosis Radiology Centre,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_d05f29ccba0c86ae,Dietitian,dietitian,Dietitian,,Dietitian,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_17fca4178dcf3ede,Education disability services,education disability services,Education disability services,,Education disability services,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_9bebed79ed3ffae0,EFT (Emotional Freedom Techniques) therapy,eft emotional freedom techniques therapy,EFT (Emotional Freedom Techniques) therapy,,EFT (Emotional Freedom Techniques) therapy,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_7f8aa1c4fba84ace,Elderly Care General Law,elderly care general law,Elderly Care General Law,,Elderly Care General Law,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_e5f60b76128b53fe,Elderly Care Home Fees Law,elderly care home fees law,Elderly Care Home Fees Law,,Elderly Care Home Fees Law,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_ebb4e2039acdd8d0,Emergency medicine,emergency medicine,Emergency medicine,,Emergency medicine,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_1084f3cddf52a88e,Endocrinology and diabetes mellitus,endocrinology and diabetes mellitus,Endocrinology and diabetes mellitus,,Endocrinology and diabetes mellitus,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_0ed7e931d69516ac,Endodontics,endodontics,Endodontics,,Endodontics,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_cb26cf025ebebbed,Family & Relationship Law related to medicine,family and relationship law related to medicine,Family & Relationship Law related to medicine,,Family & Relationship Law related to medicine,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_e6eaf414a9c52a49,Fitness & Wellness Department,fitness and wellness department,Fitness & Wellness Department,,Fitness & Wellness Department,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_9391cbf0c29fd783,Forensic histopathology,forensic histopathology,Forensic histopathology,,Forensic histopathology,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_1385f64cee2a755a,Forensic psychiatry / Forensic Mental Health,forensic psychiatry / forensic mental health,Forensic psychiatry / Forensic Mental Health,,Forensic psychiatry / Forensic Mental Health,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_1f68b4dbe31c5368,Gastro-enterology,gastro-enterology,Gastro-enterology,,Gastro-enterology,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_d0538d57f7573a93,Gastrointestinal Surgery,gastrointestinal surgery,Gastrointestinal Surgery,,General surgery,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_topic_seed
oaseed_4edeced1c0d9655a,General Chiropractic,general chiropractic,General Chiropractic,,General Chiropractic,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_a02d3eab9a55dc93,General dentist,general dentist,General dentist,,General dentist,Dentistry,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_ae33fe8ec69b510f,General Medical Law,general medical law,General Medical Law,,General Medical Law,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_3abb65ae780be297,General Surgery,general surgery,General Surgery,,Paediatric surgery,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_topic_seed
oaseed_5deb7712610a5f87,Genetics / Genomics,genetics / genomics,Genetics / Genomics,,Genetics / Genomics,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_714b7b6cf5ac4653,Genito-urinary medicine / sexual and reproductive health,genito-urinary medicine / sexual and reproductive health,Genito-urinary medicine / sexual and reproductive health,,Genito-urinary medicine / sexual and reproductive health,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_def41daeace58434,Geriatric medicine,geriatric medicine,Geriatric medicine,,Geriatric medicine,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_50a5e1e271fd60c6,Geriatric-old age psychiatry / Mental Health,geriatric-old age psychiatry / mental health,Geriatric-old age psychiatry / Mental Health,,Geriatric-old age psychiatry / Mental Health,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_cab97ef9cc9f2805,Gynaecology and Obstetrics,gynaecology and obstetrics,Gynaecology and Obstetrics,,Gynaecology and Obstetrics,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_8e5d69ccac746a26,Haematology,haematology,Haematology,,Haematology,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_52d77ab18e44c924,Health Student / Trainee (other than medical student),health student / trainee other than medical student,Health Student / Trainee (other than medical student),,Health Student / Trainee (other than medical student),Dentistry,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_f39d035ced4a916f,Hearing aid dispensers,hearing aid dispensers,Hearing aid dispensers,,Hearing aid dispensers,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_b42a37f3ec3883a1,Holistic & Mind-Body Wellness,holistic and mind-body wellness,Holistic & Mind-Body Wellness,,Holistic & Mind-Body Wellness,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_5fcd6519c30f9f7f,Home hospice care,home hospice care,Home hospice care,,Home hospice care,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_e11d0ef12d147276,Homecare agencies,homecare agencies,Homecare agencies,,Homecare agencies,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_71e6016c88bd0065,Homeopathy,homeopathy,Homeopathy,,Homeopathy,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_ce42f897ed124f59,Hospice,hospice,Hospice,,Hospice,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_2b2d005e88ce14a4,Hospital,hospital,Hospital,,Hospital,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_3bbc8027422bb653,Hygienist,hygienist,Hygienist,,Hygienist,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_9c1b4494b333989e,Hyperbaric chamber services,hyperbaric chamber services,Hyperbaric chamber services,,Hyperbaric chamber services,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_a8e0e650ac24e2a5,Infectious Diseases,infectious diseases,Infectious Diseases,,Emergency medicine | Otolaryngology ENT Facial Plasty /Audiovestibular medicine | Pediatrics Medicine | Public health medicine,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_topic_seed
oaseed_06e445fae24d2119,Intensive Crtical Care,intensive crtical care,Intensive Crtical Care,,Intensive Crtical Care,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_20725cb1b8af1cd2,IT Services,it services,IT Services,,IT Services,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_6a1ffbcbe1ae86c0,Lasting power of attorney - Health and Welfare Mental Capacity Law,lasting power of attorney - health and welfare mental capacity law,Lasting power of attorney - Health and Welfare Mental Capacity Law,,Lasting power of attorney - Health and Welfare Mental Capacity Law,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_626f83211c4ef31c,Lasting power of attorney - Property and affairs Mental Capacity Law,lasting power of attorney - property and affairs mental capacity law,Lasting power of attorney - Property and affairs Mental Capacity Law,,Lasting power of attorney - Property and affairs Mental Capacity Law,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_b3a2b74799f0bf50,Lasting power of attorney- Ggeneral,lasting power of attorney- ggeneral,Lasting power of attorney- Ggeneral,,Lasting power of attorney- Ggeneral,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_ab3fd14d4c366049,Learning Disability,learning disability,Learning Disability,,Learning Disability,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_41f6828f8fa7e6c9,Legal Services for Healthcare Providers,legal services for healthcare providers,Legal Services for Healthcare Providers,,Legal Services for Healthcare Providers,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_b6b1ccba0d865385,Marketing & Branding,marketing and branding,Marketing & Branding,,Marketing & Branding,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_2b93cb761af8b364,Medical Accounting,medical accounting,Medical Accounting,,Medical Accounting,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_db2c147c0f05c6be,Medical Aesthetics,medical aesthetics,Medical Aesthetics,,Medical Aesthetics,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_656011338f2dffd6,Medical Finance,medical finance,Medical Finance,,Medical Finance,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_fd62dba6cd7544cc,Medical Interpreters,medical interpreters,Medical Interpreters,,Medical Interpreters,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_5625791479175ced,Medical Management & Development,medical management and development,Medical Management & Development,,Medical Management & Development,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_46f7be8ab2e3dadd,Medical Market Research,medical market research,Medical Market Research,,Medical Market Research,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
oaseed_fb756d310001e0b4,Medical Music & Audio,medical music and audio,Medical Music & Audio,,Medical Music & Audio,Medicine,Health Sciences,,False,True,85,True,eSupraLife research-topic projection; OpenAlex enrichment target,https://openalex.org/,openalex_subfield_seed
